"SampleYear","Era","Site","BenthicReefSpecies","DiveReplicate","DepthZone","Density_m2"
2019,"Pre-Construction","Portuguese Point","Patiria miniata","1","Middle",0.05
2019,"Pre-Construction","Portuguese Point","Patiria miniata","1","Outer",0.0333333333333333
2019,"Pre-Construction","Portuguese Point","Patiria miniata","2","Inner",0
2019,"Pre-Construction","Portuguese Point","Patiria miniata","2","Middle",0.0166666666666667
2019,"Pre-Construction","Portuguese Point","Patiria miniata","2","Outer",0.15
2019,"Pre-Construction","Portuguese Point","Pisaster giganteus","1","Inner",0
2019,"Pre-Construction","Portuguese Point","Pisaster giganteus","1","Middle",0
2019,"Pre-Construction","Portuguese Point","Pisaster giganteus","1","Outer",0
2019,"Pre-Construction","Portuguese Point","Pisaster giganteus","2","Inner",0
2019,"Pre-Construction","Portuguese Point","Pisaster giganteus","2","Middle",0
2019,"Pre-Construction","Portuguese Point","Pisaster giganteus","2","Outer",0
2019,"Pre-Construction","Portuguese Point","Pisaster ochraceus","1","Inner",0
2019,"Pre-Construction","Portuguese Point","Pisaster ochraceus","1","Middle",0
2019,"Pre-Construction","Portuguese Point","Pisaster ochraceus","1","Outer",0
2019,"Pre-Construction","Portuguese Point","Pisaster ochraceus","2","Inner",0
2019,"Pre-Construction","Portuguese Point","Pisaster ochraceus","2","Middle",0
2019,"Pre-Construction","Portuguese Point","Pisaster ochraceus","2","Outer",0
2019,"Pre-Construction","Portuguese Point","Strongylocentrotus purpuratus","1","Inner",1.91666666666667
2019,"Pre-Construction","Portuguese Point","Strongylocentrotus purpuratus","1","Middle",0.383333333333333
2019,"Pre-Construction","Portuguese Point","Strongylocentrotus purpuratus","1","Outer",0
2019,"Pre-Construction","Portuguese Point","Strongylocentrotus purpuratus","2","Inner",0.85
2019,"Pre-Construction","Portuguese Point","Strongylocentrotus purpuratus","2","Middle",0.183333333333333
2019,"Pre-Construction","Portuguese Point","Strongylocentrotus purpuratus","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","1","Inner",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","1","Middle",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","1","Outer",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","1","Deep",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","2","Inner",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","2","Middle",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus californicus","2","Deep",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","1","Inner",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","1","Middle",0.0166666666666667
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","1","Outer",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","1","Deep",0.0166666666666667
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","2","Inner",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","2","Middle",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Apostichopus parvimensis","2","Deep",0
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Inner",0
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Middle",0.0333333333333333
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Outer",0
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Deep",0
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Inner",0
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Middle",0
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Deep",0
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","1","Inner",0
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","1","Middle",0
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","1","Outer",0
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","1","Deep",0.0333333333333333
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","2","Inner",0
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","2","Middle",0.0333333333333333
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Patiria miniata","2","Deep",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","1","Inner",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","1","Middle",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","1","Outer",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","1","Deep",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","2","Inner",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","2","Middle",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Pisaster giganteus","2","Deep",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","1","Inner",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","1","Middle",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","1","Outer",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","1","Deep",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","2","Inner",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","2","Middle",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Pisaster ochraceus","2","Deep",0
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","1","Inner",0
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","1","Middle",0.05
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","1","Outer",0
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","1","Deep",0
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","2","Inner",0
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","2","Middle",0
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","2","Outer",0
2019,"Pre-Construction","Portuguese Bend","Strongylocentrotus purpuratus","2","Deep",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","1","Inner",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","1","Middle",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","1","Outer",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","1","Deep",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","2","Inner",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","2","Middle",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","2","Outer",0
2019,"Pre-Construction","Bunker Point","Apostichopus californicus","2","Deep",0
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","1","Inner",0.0666666666666667
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","1","Middle",0.166666666666667
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","1","Outer",0.0333333333333333
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","1","Deep",0.0166666666666667
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","2","Inner",0.0166666666666667
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","2","Middle",0
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","2","Outer",0.05
2019,"Pre-Construction","Bunker Point","Apostichopus parvimensis","2","Deep",0
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","1","Inner",0
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","1","Middle",0.05
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","1","Outer",0.0166666666666667
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","1","Deep",0.1
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","2","Inner",0
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","2","Middle",0.0166666666666667
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","2","Outer",0
2019,"Pre-Construction","Bunker Point","Mesocentrotus franciscanus","2","Deep",0
2019,"Pre-Construction","Bunker Point","Patiria miniata","1","Inner",0
2019,"Pre-Construction","Bunker Point","Patiria miniata","1","Middle",0
2019,"Pre-Construction","Bunker Point","Patiria miniata","1","Outer",0
2019,"Pre-Construction","Bunker Point","Patiria miniata","1","Deep",0.0833333333333333
2019,"Pre-Construction","Bunker Point","Patiria miniata","2","Inner",0
2019,"Pre-Construction","Bunker Point","Patiria miniata","2","Middle",0
2019,"Pre-Construction","Bunker Point","Patiria miniata","2","Outer",0
2019,"Pre-Construction","Bunker Point","Patiria miniata","2","Deep",0.0666666666666667
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","1","Inner",0
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","1","Middle",0
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","1","Outer",0
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","1","Deep",0
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","2","Inner",0
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","2","Middle",0
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","2","Outer",0
2019,"Pre-Construction","Bunker Point","Pisaster giganteus","2","Deep",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","1","Inner",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","1","Middle",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","1","Outer",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","1","Deep",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","2","Inner",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","2","Middle",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","2","Outer",0
2019,"Pre-Construction","Bunker Point","Pisaster ochraceus","2","Deep",0
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","1","Inner",0.0166666666666667
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","1","Middle",0.0833333333333333
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","1","Outer",0.0166666666666667
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","1","Deep",0
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","2","Inner",0.166666666666667
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","2","Middle",0.2
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","2","Outer",0
2019,"Pre-Construction","Bunker Point","Strongylocentrotus purpuratus","2","Deep",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","1","Inner",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","1","Middle",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","1","Outer",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","1","Deep",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","2","Inner",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","2","Middle",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","2","Outer",0
2019,"Pre-Construction","Burial Grounds","Apostichopus californicus","2","Deep",0
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","1","Inner",0
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","1","Middle",0.0666666666666667
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","1","Outer",0
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","1","Deep",0
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","2","Inner",0.0333333333333333
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","2","Middle",0.133333333333333
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","2","Outer",0.0166666666666667
2019,"Pre-Construction","Burial Grounds","Apostichopus parvimensis","2","Deep",0
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","1","Inner",0
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","1","Middle",0.0333333333333333
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","1","Outer",0.0333333333333333
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","1","Deep",0
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","2","Inner",0.0333333333333333
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","2","Middle",0.0333333333333333
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","2","Outer",0.0333333333333333
2019,"Pre-Construction","Burial Grounds","Mesocentrotus franciscanus","2","Deep",0
2019,"Pre-Construction","Burial Grounds","Patiria miniata","1","Inner",0
2019,"Pre-Construction","Burial Grounds","Patiria miniata","1","Middle",0
2019,"Pre-Construction","Burial Grounds","Patiria miniata","1","Outer",0
2019,"Pre-Construction","Burial Grounds","Patiria miniata","1","Deep",0.233333333333333
2019,"Pre-Construction","Burial Grounds","Patiria miniata","2","Inner",0
2019,"Pre-Construction","Burial Grounds","Patiria miniata","2","Middle",0
2019,"Pre-Construction","Burial Grounds","Patiria miniata","2","Outer",0
2019,"Pre-Construction","Burial Grounds","Patiria miniata","2","Deep",0.133333333333333
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","1","Inner",0
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","1","Middle",0
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","1","Outer",0
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","1","Deep",0
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","2","Inner",0
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","2","Middle",0
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","2","Outer",0
2019,"Pre-Construction","Burial Grounds","Pisaster giganteus","2","Deep",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","1","Inner",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","1","Middle",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","1","Outer",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","1","Deep",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","2","Inner",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","2","Middle",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","2","Outer",0
2019,"Pre-Construction","Burial Grounds","Pisaster ochraceus","2","Deep",0
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","1","Inner",0
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","1","Middle",0.166666666666667
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","1","Outer",0.0666666666666667
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","1","Deep",0
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","2","Inner",0
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","2","Middle",0.45
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","2","Outer",0.0333333333333333
2019,"Pre-Construction","Burial Grounds","Strongylocentrotus purpuratus","2","Deep",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","1","Inner",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","1","Middle",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","1","Outer",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","1","Deep",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","2","Inner",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","2","Middle",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","2","Outer",0
2019,"Pre-Construction","Old 18th","Apostichopus californicus","2","Deep",0
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","1","Inner",0
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","1","Middle",0.0333333333333333
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","1","Outer",0.0166666666666667
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","1","Deep",0
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","2","Inner",0
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","2","Middle",0.0666666666666667
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","2","Outer",0
2019,"Pre-Construction","Old 18th","Apostichopus parvimensis","2","Deep",0
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","1","Inner",0
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","1","Middle",0
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","1","Outer",0
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","1","Deep",0
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","2","Inner",0
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","2","Middle",0
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","2","Outer",0.0166666666666667
2019,"Pre-Construction","Old 18th","Mesocentrotus franciscanus","2","Deep",0
2019,"Pre-Construction","Old 18th","Patiria miniata","1","Inner",0
2019,"Pre-Construction","Old 18th","Patiria miniata","1","Middle",0
2019,"Pre-Construction","Old 18th","Patiria miniata","1","Outer",0
2019,"Pre-Construction","Old 18th","Patiria miniata","1","Deep",0
2019,"Pre-Construction","Old 18th","Patiria miniata","2","Inner",0
2019,"Pre-Construction","Old 18th","Patiria miniata","2","Middle",0
2019,"Pre-Construction","Old 18th","Patiria miniata","2","Outer",0
2019,"Pre-Construction","Old 18th","Patiria miniata","2","Deep",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","1","Inner",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","1","Middle",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","1","Outer",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","1","Deep",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","2","Inner",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","2","Middle",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","2","Outer",0
2019,"Pre-Construction","Old 18th","Pisaster giganteus","2","Deep",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","1","Inner",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","1","Middle",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","1","Outer",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","1","Deep",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","2","Inner",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","2","Middle",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","2","Outer",0
2019,"Pre-Construction","Old 18th","Pisaster ochraceus","2","Deep",0
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","1","Inner",0
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","1","Middle",0
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","1","Outer",0.0166666666666667
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","1","Deep",0
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","2","Inner",0
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","2","Middle",0
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","2","Outer",0
2019,"Pre-Construction","Old 18th","Strongylocentrotus purpuratus","2","Deep",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","1","Inner",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","1","Middle",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","1","Outer",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","1","Deep",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","2","Inner",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","2","Middle",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","2","Outer",0
2019,"Pre-Construction","Cape Point","Apostichopus californicus","2","Deep",0
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","1","Inner",0.0166666666666667
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","1","Middle",0.1
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","1","Outer",0
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","1","Deep",0
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","2","Inner",0
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","2","Middle",0.0333333333333333
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","2","Outer",0.0333333333333333
2019,"Pre-Construction","Cape Point","Apostichopus parvimensis","2","Deep",0
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","1","Inner",0
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","1","Middle",0.05
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","1","Outer",0.0833333333333333
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","1","Deep",0
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","2","Inner",0
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","2","Middle",0.0166666666666667
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","2","Outer",0.0333333333333333
2019,"Pre-Construction","Cape Point","Mesocentrotus franciscanus","2","Deep",0.133333333333333
2019,"Pre-Construction","Cape Point","Patiria miniata","1","Inner",0
2019,"Pre-Construction","Cape Point","Patiria miniata","1","Middle",0
2019,"Pre-Construction","Cape Point","Patiria miniata","1","Outer",0
2019,"Pre-Construction","Cape Point","Patiria miniata","1","Deep",0.133333333333333
2019,"Pre-Construction","Cape Point","Patiria miniata","2","Inner",0
2019,"Pre-Construction","Cape Point","Patiria miniata","2","Middle",0
2019,"Pre-Construction","Cape Point","Patiria miniata","2","Outer",0.0166666666666667
2019,"Pre-Construction","Cape Point","Patiria miniata","2","Deep",0.0666666666666667
2019,"Pre-Construction","Cape Point","Pisaster giganteus","1","Inner",0
2019,"Pre-Construction","Cape Point","Pisaster giganteus","1","Middle",0
2019,"Pre-Construction","Cape Point","Pisaster giganteus","1","Outer",0
2019,"Pre-Construction","Cape Point","Pisaster giganteus","1","Deep",0
2019,"Pre-Construction","Cape Point","Pisaster giganteus","2","Inner",0
2019,"Pre-Construction","Cape Point","Pisaster giganteus","2","Middle",0
2019,"Pre-Construction","Cape Point","Pisaster giganteus","2","Outer",0
2019,"Pre-Construction","Cape Point","Pisaster giganteus","2","Deep",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","1","Inner",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","1","Middle",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","1","Outer",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","1","Deep",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","2","Inner",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","2","Middle",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","2","Outer",0
2019,"Pre-Construction","Cape Point","Pisaster ochraceus","2","Deep",0
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","1","Inner",0
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","1","Middle",0.05
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","1","Outer",0
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","1","Deep",0
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","2","Inner",0
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","2","Middle",0.0833333333333333
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","2","Outer",0
2019,"Pre-Construction","Cape Point","Strongylocentrotus purpuratus","2","Deep",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","1","Inner",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","1","Middle",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","1","Outer",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","1","Deep",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","2","Inner",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","2","Middle",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","2","Outer",0
2019,"Pre-Construction","KOU Rock","Apostichopus californicus","2","Deep",0.0166666666666667
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","1","Inner",0
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","1","Middle",0.0166666666666667
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","1","Outer",0.0666666666666667
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","1","Deep",0
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","2","Inner",0
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","2","Middle",0
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","2","Outer",0.0666666666666667
2019,"Pre-Construction","KOU Rock","Apostichopus parvimensis","2","Deep",0
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","1","Inner",0
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","1","Middle",0.0166666666666667
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","1","Outer",0.0333333333333333
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","1","Deep",0.0333333333333333
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","2","Inner",0
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","2","Middle",0.183333333333333
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","2","Outer",0
2019,"Pre-Construction","KOU Rock","Mesocentrotus franciscanus","2","Deep",0
2019,"Pre-Construction","KOU Rock","Patiria miniata","1","Inner",0
2019,"Pre-Construction","KOU Rock","Patiria miniata","1","Middle",0
2019,"Pre-Construction","KOU Rock","Patiria miniata","1","Outer",0.0166666666666667
2019,"Pre-Construction","KOU Rock","Patiria miniata","1","Deep",0.1
2019,"Pre-Construction","KOU Rock","Patiria miniata","2","Inner",0
2019,"Pre-Construction","KOU Rock","Patiria miniata","2","Middle",0
2019,"Pre-Construction","KOU Rock","Patiria miniata","2","Outer",0.283333333333333
2019,"Pre-Construction","KOU Rock","Patiria miniata","2","Deep",0.333333333333333
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","1","Inner",0
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","1","Middle",0
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","1","Outer",0
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","1","Deep",0
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","2","Inner",0
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","2","Middle",0
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","2","Outer",0
2019,"Pre-Construction","KOU Rock","Pisaster giganteus","2","Deep",0
2019,"Pre-Construction","KOU Rock","Pisaster ochraceus","1","Inner",0
2019,"Pre-Construction","KOU Rock","Pisaster ochraceus","1","Middle",0
2019,"Pre-Construction","KOU Rock","Pisaster ochraceus","1","Outer",0
2019,"Pre-Construction","KOU Rock","Pisaster ochraceus","1","Deep",0
2019,"Pre-Construction","KOU Rock","Pisaster ochraceus","2","Inner",0
2019,"Pre-Construction","KOU Rock","Pisaster ochraceus","2","Middle",0
2019,"Pre-Construction","KOU Rock","Pisaster ochraceus","2","Outer",0
